Id,Long,Lat
93,-79.85623406550,43.21542793450
94,-79.85621893430,43.21542406570
95,-79.85620380320,43.21542019680
96,-79.85618867200,43.21541632800
97,-79.85617354090,43.21541245910
98,-79.85615840970,43.21540859030
99,-79.85614327860,43.21540472140
100,-79.85612814740,43.21540085260
101,-79.85611301630,43.21539698370
102,-79.85609788510,43.21539311480
103,-79.85608275400,43.21538924600
104,-79.85606762280,43.21538537710
105,-79.85605249170,43.21538150830
106,-79.85603736060,43.21537763940
107,-79.85602222940,43.21537377060
108,-79.85600709830,43.21536990170
109,-79.85599196710,43.21536603290
110,-79.85597683600,43.21536216400
111,-79.85596170480,43.21535829520
112,-79.85594657370,43.21535442630
113,-79.85593144250,43.21535055750
114,-79.85591631140,43.21534668860
115,-79.85590118020,43.21534281980
116,-79.85588604910,43.21533895090
117,-79.85587091790,43.21533508210
118,-79.85585578680,43.21533121320
119,-79.85584065560,43.21532734440
120,-79.85582552450,43.21532347550
121,-79.85581039340,43.21531960670
122,-79.85579526220,43.21531573780
123,-79.85578013110,43.21531186900
124,-79.85576499990,43.21530800010
125,-79.85907200020,43.21615299990
126,-79.85904857460,43.21614630690
127,-79.85902514890,43.21613961390
128,-79.85900172330,43.21613292090
129,-79.85897829760,43.21612622780
130,-79.85895487200,43.21611953480
131,-79.85893144640,43.21611284180
132,-79.85890802070,43.21610614870
133,-79.85888459510,43.21609945570
134,-79.85886116940,43.21609276270
135,-79.85883774380,43.21608606970
136,-79.85881415160,43.21607999630
137,-79.85879052770,43.21607404080
138,-79.85876690380,43.21606808530
139,-79.85874327990,43.21606212980
140,-79.85871965590,43.21605617420
141,-79.85869603200,43.21605021870
142,-79.85867240810,43.21604426320
143,-79.85864878420,43.21603830770
144,-79.85862516030,43.21603235220
145,-79.85860153640,43.21602639670
146,-79.85857791250,43.21602044120
147,-79.85855428860,43.21601448560
148,-79.85853066470,43.21600853010
149,-79.85850704080,43.21600257460
150,-79.85848341690,43.21599661910
151,-79.85845979300,43.21599066360
152,-79.85843616900,43.21598470810
153,-79.85841254510,43.21597875260
154,-79.85838892120,43.21597279710
155,-79.85836529730,43.21596684150
156,-79.85834167340,43.21596088600
157,-79.85831804950,43.21595493050
158,-79.85829442560,43.21594897500
159,-79.85827080170,43.21594301950
160,-79.85824717780,43.21593706400
161,-79.85822355390,43.21593110850
162,-79.85819993000,43.21592515290
163,-79.85817630610,43.21591919740
164,-79.85815268220,43.21591324190
165,-79.85812905820,43.21590728640
166,-79.85810543430,43.21590133090
167,-79.85808181040,43.21589537540
168,-79.85805818650,43.21588941990
169,-79.85803456260,43.21588346430
170,-79.85801093870,43.21587750880
171,-79.85798731480,43.21587155330
172,-79.85796369090,43.21586559780
173,-79.85794006700,43.21585964230
174,-79.85791644310,43.21585368680
175,-79.85789281920,43.21584773130
176,-79.85786919530,43.21584177580
177,-79.85784557130,43.21583582020
178,-79.85782194740,43.21582986470
179,-79.85779832350,43.21582390920
180,-79.85777469960,43.21581795370
181,-79.85775107570,43.21581199820
182,-79.85772745180,43.21580604270
183,-79.85770382790,43.21580008720
184,-79.85768020400,43.21579413160
185,-79.85765658010,43.21578817610
186,-79.85763295620,43.21578222060
187,-79.85760933230,43.21577626510
188,-79.85758570840,43.21577030960
189,-79.85756208450,43.21576435410
190,-79.85753846050,43.21575839860
191,-79.85751483660,43.21575244300
192,-79.85749121270,43.21574648750
193,-79.85746758880,43.21574053200
194,-79.85744396490,43.21573457650
195,-79.85742034100,43.21572862100
196,-79.85739671710,43.21572266550
197,-79.85737309320,43.21571671000
198,-79.85734946930,43.21571075450
199,-79.85732584540,43.21570479890
200,-79.85730222150,43.21569884340
201,-79.85727859760,43.21569288790
202,-79.85725497370,43.21568693240
203,-79.85723134970,43.21568097690
204,-79.85720772580,43.21567502140
205,-79.85718410190,43.21566906590
206,-79.85716047800,43.21566311030
207,-79.85713685410,43.21565715480
208,-79.85711323020,43.21565119930
209,-79.85708960630,43.21564524380
210,-79.85706598240,43.21563928830
211,-79.85704235850,43.21563333280
212,-79.85701873460,43.21562737730
213,-79.85699511070,43.21562142170
214,-79.85697148680,43.21561546620
215,-79.85694786280,43.21560951070
216,-79.85692423890,43.21560355520
217,-79.85690061500,43.21559759970
218,-79.85687699110,43.21559164420
219,-79.85685336720,43.21558568870
220,-79.85682974330,43.21557973310
221,-79.85680611940,43.21557377760
222,-79.85678249550,43.21556782210
223,-79.85675887160,43.21556186660
224,-79.85673524770,43.21555591110
225,-79.85671162380,43.21554995560
226,-79.85668799990,43.21554400010
227,-79.85907200020,43.21615299990
228,-79.85907663390,43.21614221770
229,-79.85908126750,43.21613143560
230,-79.85908590120,43.21612065340
231,-79.85909053480,43.21610987120
232,-79.85909516850,43.21609908900
233,-79.85909980210,43.21608830680
234,-79.85910443580,43.21607752470
235,-79.85910906950,43.21606674250
236,-79.85911370310,43.21605596030
237,-79.85911833680,43.21604517810
238,-79.85912297040,43.21603439600
239,-79.85912760410,43.21602361380
240,-79.85913223780,43.21601283160
241,-79.85913687140,43.21600204940
242,-79.85914150510,43.21599126720
243,-79.85914613870,43.21598048510
244,-79.85915077240,43.21596970290
245,-79.85915540600,43.21595892070
246,-79.85916003970,43.21594813850
247,-79.85916467340,43.21593735630
248,-79.85916930700,43.21592657420
249,-79.85917394070,43.21591579200
250,-79.85917857430,43.21590500980
251,-79.85918320800,43.21589422760
252,-79.85918784170,43.21588344540
253,-79.85919247530,43.21587266330
254,-79.85919710900,43.21586188110
255,-79.85920174260,43.21585109890
256,-79.85920637630,43.21584031670
257,-79.85921101000,43.21582953450
258,-79.85921564360,43.21581875240
259,-79.85922027730,43.21580797020
260,-79.85922491090,43.21579718800
261,-79.85922954460,43.21578640580
262,-79.85923417820,43.21577562360
263,-79.85923881190,43.21576484150
264,-79.85924344560,43.21575405930
265,-79.85924807920,43.21574327710
266,-79.85925271290,43.21573249490
267,-79.85925734650,43.21572171270
268,-79.85926198020,43.21571093060
269,-79.85926661390,43.21570014840
270,-79.85927124750,43.21568936620
271,-79.85927588120,43.21567858400
272,-79.85928051480,43.21566780180
273,-79.85928514850,43.21565701970
274,-79.85928978220,43.21564623750
275,-79.85929441580,43.21563545530
276,-79.85929904950,43.21562467310
277,-79.85930368310,43.21561389090
278,-79.85930831680,43.21560310880
279,-79.85931295040,43.21559232660
280,-79.85931758410,43.21558154440
281,-79.85932221780,43.21557076220
282,-79.85932685140,43.21555998000
283,-79.85933148510,43.21554919790
284,-79.85933611870,43.21553841570
285,-79.85934075240,43.21552763350
286,-79.85934538610,43.21551685130
287,-79.85935001970,43.21550606920
288,-79.85935465340,43.21549528700
289,-79.85935928700,43.21548450480
290,-79.85936392070,43.21547372260
291,-79.85936855440,43.21546294040
292,-79.85937318800,43.21545215830
293,-79.85937782170,43.21544137610
294,-79.85938245530,43.21543059390
295,-79.85938708900,43.21541981170
296,-79.85939172260,43.21540902950
297,-79.85939635630,43.21539824740
298,-79.85940099000,43.21538746520
299,-79.85940562360,43.21537668300
300,-79.85941025730,43.21536590080
301,-79.85941489090,43.21535511860
302,-79.85941952460,43.21534433650
303,-79.85942415830,43.21533355430
304,-79.85942879190,43.21532277210
305,-79.85943342560,43.21531198990
306,-79.85943805920,43.21530120770
307,-79.85944269290,43.21529042560
308,-79.85944732660,43.21527964340
309,-79.85945196020,43.21526886120
310,-79.85945659390,43.21525807900
311,-79.85946122750,43.21524729680
312,-79.85946586120,43.21523651470
313,-79.85947049480,43.21522573250
314,-79.85947512850,43.21521495030
315,-79.85947976220,43.21520416810
316,-79.85948439580,43.21519338590
317,-79.85948902950,43.21518260380
318,-79.85949366310,43.21517182160
319,-79.85949829680,43.21516103940
320,-79.85950293050,43.21515025720
321,-79.85950756410,43.21513947500
322,-79.85951219780,43.21512869290
323,-79.85951683140,43.21511791070
324,-79.85952146510,43.21510712850
325,-79.85952609880,43.21509634630
326,-79.85953073240,43.21508556410
327,-79.85953536610,43.21507478200
328,-79.85953999970,43.21506399980
329,-79.85953999970,43.21506399980
330,-79.85952287010,43.21505976820
331,-79.85950574050,43.21505553670
332,-79.85948861080,43.21505130510
333,-79.85947148120,43.21504707360
334,-79.85945435150,43.21504284200
335,-79.85943722190,43.21503861040
336,-79.85942009230,43.21503437890
337,-79.85940296260,43.21503014730
338,-79.85938583300,43.21502591580
339,-79.85936870340,43.21502168420
340,-79.85935157370,43.21501745270
341,-79.85933444410,43.21501322110
342,-79.85931731450,43.21500898960
343,-79.85930018480,43.21500475800
344,-79.85928305520,43.21500052640
345,-79.85926592550,43.21499629490
346,-79.85924879590,43.21499206330
347,-79.85923166630,43.21498783180
348,-79.85921453660,43.21498360020
349,-79.85919740700,43.21497936870
350,-79.85918027740,43.21497513710
351,-79.85916314770,43.21497090550
352,-79.85914601810,43.21496667400
353,-79.85912888850,43.21496244240
354,-79.85911175880,43.21495821090
355,-79.85909462920,43.21495397930
356,-79.85907749950,43.21494974780
357,-79.85906036990,43.21494551620
358,-79.85904324030,43.21494128460
359,-79.85902611060,43.21493705310
360,-79.85900898100,43.21493282150
361,-79.85899185140,43.21492859000
362,-79.85897472170,43.21492435840
363,-79.85895759210,43.21492012690
364,-79.85894046250,43.21491589530
365,-79.85892333280,43.21491166380
366,-79.85890620320,43.21490743220
367,-79.85888907350,43.21490320060
368,-79.85887194390,43.21489896910
369,-79.85885481430,43.21489473750
370,-79.85883768460,43.21489050600
371,-79.85882055500,43.21488627440
372,-79.85880342540,43.21488204290
373,-79.85878629570,43.21487781130
374,-79.85876916610,43.21487357970
375,-79.85875203650,43.21486934820
376,-79.85873490680,43.21486511660
377,-79.85871777720,43.21486088510
378,-79.85870064750,43.21485665350
379,-79.85868351790,43.21485242200
380,-79.85866638830,43.21484819040
381,-79.85864925860,43.21484395880
382,-79.85863212900,43.21483972730
383,-79.85861499940,43.21483549570
384,-79.85859786970,43.21483126420
385,-79.85858074010,43.21482703260
386,-79.85856361050,43.21482280110
387,-79.85854648080,43.21481856950
388,-79.85852935120,43.21481433800
389,-79.85851222150,43.21481010640
390,-79.85849509190,43.21480587480
391,-79.85847796230,43.21480164330
392,-79.85846083260,43.21479741170
393,-79.85844370300,43.21479318020
394,-79.85842657340,43.21478894860
395,-79.85840944370,43.21478471710
396,-79.85839231410,43.21478048550
397,-79.85837518450,43.21477625390
398,-79.85835805480,43.21477202240
399,-79.85834092520,43.21476779080
400,-79.85832379550,43.21476355930
401,-79.85830666590,43.21475932770
402,-79.85828953630,43.21475509620
403,-79.85827226890,43.21475205700
404,-79.85825462570,43.21475227230
405,-79.85823698240,43.21475248750
406,-79.85821933920,43.21475270280
407,-79.85820169590,43.21475291810
408,-79.85818552180,43.21475847940
409,-79.85817024630,43.21476731060
410,-79.85815497080,43.21477614170
411,-79.85813969520,43.21478497280
412,-79.85812775150,43.21479687140
413,-79.85812020970,43.21481282300
414,-79.85811266800,43.21482877460
415,-79.85810512630,43.21484472620
416,-79.85809758460,43.21486067780
417,-79.85809004280,43.21487662930
418,-79.85808250110,43.21489258090
419,-79.85807495940,43.21490853250
420,-79.85806741770,43.21492448410
421,-79.85805987590,43.21494043570
422,-79.85805233420,43.21495638720
423,-79.85804479250,43.21497233880
424,-79.85803725080,43.21498829040
425,-79.85802970900,43.21500424200
426,-79.85802216730,43.21502019350
427,-79.85801462560,43.21503614510
428,-79.85800708390,43.21505209670
429,-79.85799954210,43.21506804830
430,-79.85799200040,43.21508399990
